source_text,target_text,relation,source_type,target_type,file_name
"Commission, C-131/15 P, EU:C:2016:989, paragraph 34).","unlawfully implemented by the Italian Republic, in breach of Article 108(3) TFEU.",no-relation,premise,non-argumentative,A2018_Scuola Elementare Maria Montessori Srl v European Commission
as an illegal restriction of the scope of Article 93(2) and (3) of the Treaty.,"I-2507, paragraphs 31 to 33).",support,premise,premise,R2002_associacao dos refinadores de acucar portugueses
parties on the rates of the extension fee.,aid for the purposes of Article  107 TFEU.,no-relation,non-argumentative,non-argumentative,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"The Commission claims that the General Court erred in law and infringed Article 108(3) TFEU and Article 14 of Regulation No 659/1999 in so far as, by finding that the Commission should have taken account of the extent to which the beneficiary airlines had passed on to passengers the advantage gained from the application of ATT at the lower rate, it created a new economic test for determining the amounts of State aid to be recovered, such as the aid at issue in the present cases.","The fact that, pursuant to Article 23(1) of Regulation No 1008/2008, they could add to the ticket price, excluding tax, only EUR 2, corresponding to ATT calculated at the reduced rate, does not lead to any different conclusion, as the amount corresponding to the difference between the two rates of ATT, namely EUR 8, could have been included previously in the price of the ticket, excluding tax.",no-relation,non-argumentative,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
to state reasons as a result of an error of fact.,"before the date of entry into force of Law 342/2000, that is 31  December 1999.",no-relation,non-argumentative,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
It follows from the foregoing that the General Court did not err in law in holding that the tax on pay-television operators is not part of the aid scheme benefiting RTVE.,"Since the revenue from the fiscal measures at issue has no direct impact on the amount of the aid granted to RTVE, given that neither the grant or the amount of the aid are based on that revenue and that the revenue from that aid is not used to finance it, in that part of the revenue may be reallocated to other purposes, it cannot be held that those tax measures are hypothecated to the aid in question.",support,premise,premise,R2016_DTS Distribuidora de Televisión Digital
the case-law on that principle incorrectly.,board vessels registered in the Danish International Register (‘the contested decision’).,no-relation,non-argumentative,non-argumentative,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
normally be able to determine whether that procedure has been followed.,tures of the system of control put in place by the Treaty in the field of State aid.,support,premise,premise,R2011_France Télécom SA v European Commission
That conclusion is not called into question by the case-law relied on by Aer Lingus and cited in paragraph 60 above.,"The State aid with which the decision at issue is concerned derives neither from the reimbursement of a tax contrary to the provisions of EU law other than Articles 107 and 108 TFEU that was paid by Aer Lingus and Ryanair, nor from the payment of compensation to those two undertakings.",support,premise,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
"As regards that condition, that the advantage must be granted directly or indirectly through State resources, it must be recalled that measures not involving a transfer of State resources may fall within the concept of 'aid', within the meaning of Article 107(1) TFEU (see, inter alia, judgments of 16 May 2002, France v Commission, C-482/99, EU:C:2002:294, paragraph 36; of 30 May 2013, Doux levage and Cooprative agricole UKL-ARREE, C-677/11, EU:C:2013:348, paragraph 34; and of 19 December 2013, Association Vent De Colre! and Others, C-262/12, EU:C:2013:851, paragraph 19).","After examining the measures concerned, the Commission concluded that they constituted State aid within the meaning of Article 107(1) TFEU, on the ground that the funding system for TV2/Danmark, which sought to offset the cost of that undertaking's public service provision, failed to meet the second and fourth of the four conditions laid down by the Court of Justice in its judgment of",no-relation,premise,non-argumentative,A2017_European Commission v TV2_Danmark A_S
"and DAI, against the application for annulment.","[2000] ECR I-5843, paragraph 43).",no-relation,non-argumentative,premise,R2002_associacao dos refinadores de acucar portugueses
The hypothecation itself implies the existence of a necessary link between the amount of revenue and the aid.,"Thus, with respect to the assessment, in the context of an appeal, of the General Court’s determinations on national law, the Court of Justice has jurisdiction only to determine whether that law was distorted (see judgment of 3 April 2014, France v Commission, C‑559/12 P, EU:C:2014:217, paragraph 79 and the case-law cited).",no-relation,non-argumentative,premise,R2016_DTS Distribuidora de Televisión Digital
"fresh assessment of the facts, in general, and of the actual value of the mines at issue, in particular.",unsuitable for an assessment of the value of those mines.,no-relation,premise,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
General Court and as they point out in point 77 of their appeal.,shareholding recorded following the transfer.,no-relation,premise,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
qualified for exemption under Article 92(3)(c) of the Treaty.,to be repaid from 11 January 1991.,no-relation,non-argumentative,non-argumentative,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
"So far as concerns the condition relating to the selectivity of the advantage, which is a constituent factor in the concept of0 'State aid' within the meaning of Article 107(1) TFEU, since this provision prohibits aid 'favouring certain undertakings or the production of certain goods', it is clear from the Court's settled case-law, recalled in paragraphs 45 and 46 of the judgment under appeal, that the assessment of that condition requires it to be determined whether, under a particular legal regime, a national measure is such as to favour 'certain undertakings or the production of certain goods' over others which, in the light of the objective pursued by that regime, are in a comparable factual and legal situation.","As the Advocate General argues in points 77 and 86 to 89 of his Opinion, this method is not limited solely to the examination of tax measures, the Court having merely observed that the determination of the reference framework is of particular importance in the case of tax measures since the very existence of an advantage may be established only when compared with 'normal' taxation (judgment of 6 September 2006, Portugal v Commission, C-88/03, EU:C:2006:511, paragraph 56).",no-relation,premise,premise,R2016_European Commission v Hansestadt Lübeck
"Excise duty on mineral oils has been the subject of a number of directives, namely Council Directive 92/81/EEC of 19 October 1992 on the harmonisation of the structures of excise duties on mineral oils (OJ 1992 L 316, p. 12), Council Directive 92/82/EEC of 19 October 1992 on the approximation of the rates of excise duties on mineral oils (OJ 1992 L 316, p. 19) and Council Directive 2003/96/EC of 27 October 2003 restructuring the Community framework for the taxation of energy products and electricity (OJ 2003 L 283, p. 51), which repealed Directives 92/81 and 92/82 with effect from 31 December 2003.","Ireland, the French Republic, the Italian Republic, Eurallumina and AAL contest that first ground of appeal.",no-relation,non-argumentative,non-argumentative,A2013_European Commission v Ireland and Others
levies did not constitute State aid.,on whether certain statutory conditions were met (paragraphs 105 to 108).,no-relation,premise,non-argumentative,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
system of fiscal neutrality established by Legislative Decree 358/1997.,order the Commission to pay the costs.,no-relation,non-argumentative,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
contested decision in so far as it seeks to confer rights on such operators.,"common market, nor did it give a specific assurance to that effect in respect of KFC.",no-relation,non-argumentative,non-argumentative,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
"and 25, and Banco Exterior de España, cited above, paragraph 20).",aid within a period of time to be determined by the Commission.,support,premise,premise,R2004_Italian Republic v Commission of the European Communities
the substitute tax were set at 12% in the case of dual realignment and 9% in the case of single realignment.,impact on improving the competitiveness of certain undertakings’.,no-relation,non-argumentative,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
"International v Commission, C-593/11 P, not published, EU:C:2012:804, paragraph 28).","of the estimated assets, unless to challenge the reliability and objectivity of that expert report.",no-relation,premise,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
"The General Court thus concluded, in paragraphs 81 and 82 of that judgment, that the Commission not only ‘misconstrued the concept of “new aid” by reclassifying an existing aid scheme as new unlawful aid without complying with the substantive conditions laid down in Regulation No 659/1999’, but also wrongly ordered the recovery of the aid granted under the existing aid scheme.","In paragraphs 78 to 80 of the judgment under appeal, the General Court considered that the Commission had not demonstrated in the decision at issue that the deferral of payment affected the actual substance of the system of staggered payments, a question which it considered to be irrelevant.",support,premise,premise,A2017_European Commission v Italian Republic_DT
"While those items of evidence are subsequent to the contested decision, they confirm the terms of the preparatory acts to Law No 8/2009, according to which ‘it does not seem reasonable that the funding guarantee should entail an increase in the contribution of the State’.","Admittedly, as correctly noted by DTS, in the present case, the tax on pay-television operators is also intended to finance an aid scheme in favour of RTVE which the Commission found to be constitutive of State aid, within the meaning of Article 107(1) TFEU.",no-relation,non-argumentative,premise,R2016_DTS Distribuidora de Televisión Digital
"The General Court held that, consequently, Ireland, the French Republic and the Italian Republic were entitled to rely on those decisions in order to continue to apply the exemptions at issue.",It is therefore necessary to examine whether that judgment remains well founded on the basis of the other grounds stated.,support,premise,premise,A2013_European Commission v Ireland and Others
"On the contrary, to exclude a priori the possibility, in a case such as the present, that a trade union could show that it is a party concerned within the meaning of Article 88(2) EC, by relying on its role in collective negotiations and the effects on that role of national tax measures regarded by the Commission as aid compatible with the common market, would be liable to undermine the very social policy objectives which induced the Court to exclude the collective agreement at issue in Albany from the application of Article 85(1) of the Treaty.","It follows that, unlike the Albany case, the present case concerns not the competition-restricting nature of the collective agreements concluded between the appellant or other trade unions and the shipowners who benefit from the aid resulting from the fiscal measures at issue but the question of whether the appellant’s competitive position in relation to those other trade unions was affected by the granting of that aid, so that it should be regarded as a party concerned within the meaning of Article 88(2) EC, in which case its action for annulment of the contested decision would be admissible.",support,premise,premise,A2009_3F v Commission of the European Communities
examination of the difficulties pleaded and the suggested alternative methods of recovery.,"EU:C:2017:583, paragraph 75 and the case-law cited).",no-relation,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"processing plant, within a period of 24 months.",purpose for which the expert’s report was drawn up.,no-relation,non-argumentative,non-argumentative,A2017_Ellinikos Chrysos AE Metalleion kai Viomichanias Chrysou v European Commission
The third part of the first ground of appeal must accordingly be rejected.,criticism of its legal correctness.,support,conclusion,premise,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
"In the light of all the foregoing, it is clear that the reasoning of the General Court is not vitiated by any error of law and that the second part of the second ground of appeal must therefore be rejected.","First, the Commission must, where appropriate, take into account any cumulative effect of the earlier unlawful aid that has not been repaid and the new aid (see, to that effect, Case C-355/95 P TWD v Commission, paragraphs 26 and 27) and, second, it can find that the new aid is compatible with the common market only when the evidence at its disposal enables it to reach such a conclusion (see, to that effect, the order in Iride and Iride Engergia v Commission, paragraph 70).",support,conclusion,premise,R2010_AceaElectrabel Produzione SpA v European Commission
Justice and Article 112(1)(c) of the Rules of Procedure.,raising serious doubts as to the legality of that procedure.,no-relation,premise,non-argumentative,R2002_associacao dos refinadores de acucar portugueses
"In the light of the foregoing, the appeal must be dismissed.","that the way in which stakes on Belgian races were treated, which allegedly produced the advantage to the Belgian P M U complained of, should be the same as the way in which the levy accruing to the P M U was treated.",support,conclusion,premise,R1997_Tiercé Ladbroke SA v Commission of the European Communities
"production and processing of alcohol and spirits, tend to show that that assertion ... is unfounded.",Arguments of the parties,no-relation,non-argumentative,non-argumentative,A2013_Frucona Košice a.s. v European Commission
through the State aid procedures.,It follows that the ground of appeal alleging misuse of powers must be rejected.,no-relation,non-argumentative,premise,R2004_Ramondín SA and Ramondín Cápsulas SA (C-186_02 P) and Territorio Histórico de Álava - Diputación Foral de Álava (C-188_02 P) v Commission of the European Communities
ary 2006 no longer included in the Stockholm Card.,affecting NDSHT’s legal situation.,no-relation,non-argumentative,non-argumentative,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
out the reasons why it considered that the objection could not be upheld.,were nevertheless subject to the application of Articles 92 and 93 of the Treaty.,no-relation,premise,non-argumentative,R2002_associacao dos refinadores de acucar portugueses
"First of all, the Commission takes issue with the conclusion reached by the Court of First Instance that adoption of the Second and the Third Steel Aid Code led to withdrawal of the authorisation of the ZRFG which the Commission granted by the 1971 Decision.",The third limb of the first plea,no-relation,non-argumentative,non-argumentative,A2008_Commission of the European Communities v Salzgitter AG
Commission described the provisions of the Italian legislation on tax databases.,the exception of those of a legislative nature.,no-relation,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"It concluded, in paragraph 155 of that judgment, that the advantages obtained by the investors who participated in the STL operations could not be considered to be selective on the ground that only the undertakings carrying out that particular type of investment through an EIG benefited from it.","Analysing next, in paragraphs 146 to 154 of the judgment under appeal, the judgment of 19 September 2000, Germany v Commission (C‑156/98, EU:C:2000:467) and the case-law of the General Court, it considered, in paragraphs 148 to 150 of the judgment under appeal, that it was clear that, where an advantage is granted, on the same terms, to any undertaking on the basis of a certain type of investment available to any operator, it acquires a general nature with respect to those operators and does not constitute State aid in favour of them.",support,premise,premise,A2018_Commission v Spain
"The General Court was wrong in finding that the decision at issue was not sufficiently reasoned with regard to the existence of a risk of distortion to the market on which the EIGs operated, since that decision did not explain the reasons why the EIGs formed a single economic unit with their investors.","Moreover, although, when referring to the ‘EIGs and/or their investors’ in the decision at issue, the Commission wanted to indicate that they constituted a single economic unit, it should have provided a sufficient statement of reasons.",no-relation,non-argumentative,non-argumentative,A2018_Commission v Spain
That is so in the present case.,and the case-law cited).,no-relation,non-argumentative,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"circumstances’, both to constitute new reserves and use existing reserves.","[2000] ECR I-8855, paragraph 33).",no-relation,non-argumentative,premise,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
with regard to other persons.,applicant must be an actual recipient of individual aid granted under an aid scheme.,no-relation,premise,non-argumentative,R2013_Telefónica SA v European Commission
"The first ground of appeal is based on the claim that the General Court lacked jurisdiction, that there were procedural irregularities and that there were infringements of the principle that the subject-matter of an action is defined by the parties, of Article 21 of the Statute of the Court of Justice of the European Union and of Articles 44(1) and 48(2) of the Rules of Procedure of the General Court, and, in the alternative, that there was a failure to state reasons.","According to Eurallumina, the General Court then examined that issue in order to reject the Commission’s arguments and to support its assessment of whether the effects of an authorisation granted by one European Union institution which leaves no discretion in respect of its implementation by the Member State can be called into question and nullified as they have been by another European Union institution.",no-relation,non-argumentative,non-argumentative,A2013_European Commission v Ireland and Others
"Fourth, it must distort or threaten to distort competition (see, inter alia, judgment of 16 July 2015, BVVG, C-39/14, EU:C:2015:470, paragraph 24).","Accordingly, as the Court ruled in the judgment of 15 July 2004, Spain v Commission (C-501/00, EU:C:2004:438), in a situation comparable to that in this case, the General Court ought to have held that the Commission had properly established the selectivity of the measure at issue by reason of the fact that the benefit of that measure was reserved to certain undertakings, namely those which were engaged in the activity of exporting capital.",no-relation,premise,non-argumentative,A2016_European_Commission_v_World_Duty_Free
"Consequently, the single plea raised in the cross-appeal must be rejected as unfounded.","It follows that arguments submitted by an intervener are not admissible unless they fall within the framework provided by those forms of order and pleas in law (judgment of 7 October 2014, Germany v Council, C‑399/12, EU:C:2014:2258, paragraph 27).",support,conclusion,premise,R2016_DTS Distribuidora de Televisión Digital
"would point out that the data, which were themselves provided by [Frucona Koice], do not satisfy the requirements of reliability and consistency. The assessments of the","The General Court, first, held that, since the application of the private creditor test involved complex economic appraisals, the review of the lawfulness of the contested decision had to be restricted to ascertaining whether the Commission had committed a manifest error of assessment.",no-relation,non-argumentative,non-argumentative,A2013_Frucona Košice a.s. v European Commission
"January 2008, MOL was the only undertaking to enjoy preferential treatment cannot be accepted.","application, applicable to any operator.",no-relation,premise,premise,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"and the capping of tax at 15 % of profits, confer selective advantages must be rejected.",of which it misconstrued.,support,conclusion,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
"In the light of all the foregoing, the second part of the first ground of appeal must be rejected.","provide, if available, factual evidence of any repayment made by ACEA of the earlier",no-relation,conclusion,non-argumentative,R2010_AceaElectrabel Produzione SpA v European Commission
of the private investor test situations in which there is no real operator with whose conduct that of the State can be compared.,cost to the State would have been the same and the amount received by EDF would have been the same as the amount which EDF received as a result of the measure at issue.,no-relation,non-argumentative,non-argumentative,R2012_European Commission v Électricité de France (EDF)
Arguments of the parties,"On 10 October 2007, after a number of written questions had been sent to the Commission in 2005 and 2006 by Members of the European Parliament and after a private operator had submitted a complaint to it in 2007, the Commission decided to initiate the formal investigation procedure with respect to an arrangement laid down in a provision of Spanish corporate tax law introduced by Ley 24/2001, de Medidas Fiscales, Administrativas y del Orden Social (Law 24/2001 on fiscal, administrative and social measures) of 27 December 2001 (BOE No 313, of 31 December 2001, p. 50493), and reproduced in Real Decreto Legislativo 4/2004, por el que se aprueba el texto refundido de la Ley del Impuesto sobre Sociedades (Royal Legislative Decree 4/2004 approving the recast text of the Corporate Tax Law; 'TRLIS') of 5 March 2004 (BOE No 61, of 11 March 2004, p. 10951), namely Article 12(5) TRLIS ('the measure at issue').",no-relation,non-argumentative,non-argumentative,A2016_European_Commission_v_World_Duty_Free
had it been subject to business tax under the general law regime.,FT during the period from 1994 to 2002 is therefore EUR 798 million.,no-relation,premise,non-argumentative,R2011_France Télécom SA v European Commission
"The General Court was therefore correct in holding that, in the absence of a final decision of the Commission closing the formal investigation procedure, the effects of the decision at issue endured, so that the City of L�beck retained an interest in bringing proceedings seeking the annulment of that decision.","this presupposes that the action must be liable, if successful, to procure an advantage for the party bringing it (judgment of 28 May 2013, Abdulrahim v Council and Commission, C-239/12 P, EU:C:2013:331, paragraph 61 and the case-law cited).",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
"Zementwerke [[2001] ECR  I-8365], paragraph  41).’",banking foundations have no further link with the recipient companies.,no-relation,premise,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
"In paragraphs 116 to 118 of the judgment under appeal, the General Court wrongly considered that, as a result of the tax transparency of the EIGs, the tax advantages which they had been granted could benefit only their members.","Apart from the fact that the premiss that the investors operated through the EIGs on the markets for bareboat chartering and the purchase and sale of ships does not contradict recital 28 of the decision at issue, similarly, and contrary to what the General Court stated in paragraph 175 of the judgment under appeal, it does not contradict recital 27 of that decision, according to which the EIGs had a separate legal personality from their members.",no-relation,non-argumentative,premise,A2018_Commission v Spain
exemption applied to educational services provided for remuneration.,"Congregación de Escuelas Pías Provincia Betania, C-74/16, EU:C:2017:496, paragraphs 45 and 47).",support,premise,premise,A2018_Scuola Elementare Maria Montessori Srl v European Commission
"In view of the foregoing considerations, the second ground of appeal should be upheld and paragraphs 1 and 2 of the operative part of the judgment under appeal should be set aside, without it being necessary to examine either the second part of the second ground of appeal or the third ground of appeal.","Thus, contrary to what the Italian Republic maintains, the Commission was correct in concluding that new aid had been granted, relying solely on the failure to satisfy that condition.",support,conclusion,premise,A2017_European Commission v Italian Republic_DT
"Secondly, it should be noted that, according to the second subparagraph of Article 256(1) TFEU, the first paragraph of Article 58 of the Statute of the Court of Justice of the European Union and Article 168(1)(d) of the Rules of Procedure, an appeal must, on penalty of being deemed inadmissible, indicate precisely the contested elements of the judgment which the appellant seeks to have set aside and the legal arguments specifically advanced in support of the appeal, failing which the appeal or the ground of appeal in question will be dismissed as inadmissible (see, inter alia, judgment of 10 July 2014, Telefónica and Telefónica de España v Commission, C‑295/12 P, EU:C:2014:2062, paragraph 29 and the case-law cited).","The General Court is alleged not to have assessed the extent to which the projected amount of the revenue impacted on the calculation of the aid, distorting in that regard, in paragraphs 65 to 70 of the judgment under appeal, the national law provisions on which that Court relied in order to reach the conclusion that the amount levied in respect of the tax on pay-television operators did not influence the amount of the aid to RTVE, while failing to take account of other relevant provisions of that law.",no-relation,premise,non-argumentative,R2016_DTS Distribuidora de Televisión Digital
"The Telefónica companies submit, moreover, that the General Court misinterpreted Article 33(1) of Law No 17/2006 and Article 3(2) of Law No 8/2009 in finding that those provisions remove any link between the amount of the aid and the amount of the levies imposed on the basis of the fiscal measures at issue.",It is not disputed that those pleas seek annulment of the judgment under appeal on grounds that were not raised by DTS as part of its appeal.,no-relation,non-argumentative,premise,R2016_DTS Distribuidora de Televisión Digital
"RTVE thus enjoys a competitive advantage in the markets for the acquisition of audiovisual content, not only because of the funds it receives for the fulfillment of its public service mandate, but also because those funds do not benefit its competitors.","Secondly, DTS alleges that the General Court distorted, in paragraphs 66 to 68 of the judgment under appeal, Article 33 of Law No 17/2006 and Article 8 of Law No 8/2009, relating to the role of the State where revenues from the tax on pay-television operators exceed the net costs of the public service.",no-relation,non-argumentative,non-argumentative,R2016_DTS Distribuidora de Televisión Digital
"It is apparent from the judgments under appeal that the Commission relied, in the contested decisions, in order to establish that the measure at issue was selective, on the fact that the consequence of that measure was that resident undertakings were not treated equally.","undertakings shared certain characteristics, a factor that allowed the conclusion that those undertakings belonged to a particular sector of the economy, namely the export sector, more specifically the goods exporting sector. The measures at issue in the cases that gave rise those judgments favoured undertakings of which it was a characteristic feature that they exported a more or less significant part of their goods or services.",no-relation,premise,non-argumentative,A2016_European_Commission_v_World_Duty_Free
"With regard more specifically to the condition that trade between Member States be affected, it follows from the case-law that the grant of aid by a Member State, in the form of a tax relief, to some of its taxable persons must be regarded as likely to have an effect on trade and, consequently, as meeting that condition, where those taxable persons perform an economic activity in the field of such trade or it is conceivable that they are in competition with operators established in other Member States (see Portugal v Commission, paragraph 91, and Case C‑172/03 Heiser [2005] ECR I‑1627, paragraph 35).","According to the Italian Republic, the Court of First Instance did not infringe Article 87(1) EC and followed the general trend of the case-law.",no-relation,premise,non-argumentative,R2006_European Commission v Italian Republic
Member States by European Union law.,Justice relating to the concept of selective advantage in tax matters.,no-relation,non-argumentative,premise,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland
"Secondly, for the reasons set out in paragraph 65 of the present judgment, the General Court was not required to adjudicate on the discounts provided for by the 2006 schedule.","From November 2009, FL was again wholly owned by the City of L�beck.",no-relation,premise,non-argumentative,R2016_European Commission v Hansestadt Lübeck
That case-law is therefore irrelevant for the purposes of the present cases.,"The State aid with which the decision at issue is concerned derives neither from the reimbursement of a tax contrary to the provisions of EU law other than Articles 107 and 108 TFEU that was paid by Aer Lingus and Ryanair, nor from the payment of compensation to those two undertakings.",support,premise,premise,A2016_European Commission v Aer Lingus Ltd and Ryanair Designated Activity Company
no manifest error of assessment.,regarded as compatible with the common market up to January 1989.,no-relation,premise,non-argumentative,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
as aid which is incompatible with the common market.,the persons responsible for the measure in question.,support,premise,premise,R2011_France Télécom SA v European Commission
would point out that not only was that assessment of the duration of such a bankruptcy procedure clearly much more optimistic than the other assessments submitted by,"- set aside the judgment under appeal, in so far as it rejected the fourth and sixth pleas in law;",no-relation,non-argumentative,non-argumentative,A2013_Frucona Košice a.s. v European Commission
the arguments put forward in support of the second plea.,in support of their action.,support,premise,premise,R2011_European Commission v Kronoply GmbH & Co
"As is apparent from paragraphs 46 to 52 above and as was observed, in essence, by the Advocate General in point 76 of his Opinion, existing aid which has been altered in breach of the compatibility conditions imposed by the Commission or the Council can no longer be regarded as authorised and, as a result, loses the status of existing aid in its entirety.","Thus, if a Member State makes an alteration to an existing aid scheme in breach of an authorisation condition for that scheme, that Member State will have no guarantee that the authorised aid scheme is not affected by that alteration and that the advantages granted on the basis of that scheme will therefore be retained.",support,premise,premise,A2017_European Commission v Italian Republic_DT
balance sheet for the financial year ending no later than 31  December 2002.,for shares under the system of fiscal neutrality provided for in Article  7(2) of Law 218/1990.,no-relation,non-argumentative,premise,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
"In contrast, an action for annulment is defined in particular by the pleas in law relied on by the applicant.","Moreover, although, under Article 132(2)(b) of the Rules of Procedure, the statement in intervention is to contain the pleas in law and arguments relied on by the intervener, that does not mean that the intervener is free to rely on new pleas in law, distinct from those relied on by the applicant.",no-relation,premise,premise,R2016_DTS Distribuidora de Televisión Digital
— order the appellant to pay the costs.,"For that reason, the Commission never initiated a procedure in respect of State aid or raised any objection against similar tax measures adopted subsequently.",no-relation,non-argumentative,non-argumentative,R2004_Daewoo Electronics Manufacturing España SA and Territorio Histórico de Álava - Diputación Foral de Álava v Commission of the European Communities
"Finally, the Commission relies on the case-law of the Court of Justice, according to which, when it is apparent from the very circumstances in which the aid is granted that the aid is capable of affecting trade between Member States and distorting or threatening to distort competition, the Commission may confine itself to setting out those circumstances in the statement of reasons for its decision.","In light of the specific circumstances of the case, the Court of First Instance did not err in law by holding, in paragraph 63 of the judgment under appeal, that the Commission is, in particular, obliged to examine whether the aid at issue is liable to affect trade between Member States and to distort competition, giving information relevant to their likely effects in the contested decision.",no-relation,non-argumentative,premise,R2006_European Commission v Italian Republic
"present instance, was reinforced by other factors.",the scope of Article 87(1) EC.,support,premise,premise,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission"
following disposals between companies of company assets in consideration for stock.,issue was necessary to allow recipient companies to exit the system of fiscal neutrality.,no-relation,non-argumentative,non-argumentative,A2012_BNP Paribas and Banca Nazionale del Lavoro SpA (BNL) v European Commission
"In view of the foregoing considerations, the second ground of appeal should be upheld and paragraphs 1 and 2 of the operative part of the judgment under appeal should be set aside, without it being necessary to examine either the second part of the second ground of appeal or the third ground of appeal.","In doing so, the General Court misconstrued the concept of ‘new aid’, within the meaning of Article 1(c) of Regulation No 659/1999, and therefore committed an error of law.",support,conclusion,premise,A2017_European Commission v Italian Republic_DT
"raised against that action and, consequently, to dismiss the action at first instance as inadmissible.","C-524/14 P, EU:C:2016:971, paragraphs 61 to 63).",no-relation,non-argumentative,premise,A2018_Dirk Andres v European Commission
selected on the basis of objective criteria.,set by them in an extension agreement.,no-relation,premise,non-argumentative,R2015_European Commission v MOL Magyar Olaj- és Gázipari Nyrt
"Furthermore, the Court has held that, when aid granted by a Member State strengthens the position of an undertaking compared with other undertakings competing in intra-Community trade, the latter must be regarded as influenced by that aid (Cassa di Risparmio di Firenze and Others, paragraph 141 and the case-law cited).",–        order the Italian Republic and Wam to pay the costs of the proceedings before both courts.,no-relation,premise,non-argumentative,R2006_European Commission v Italian Republic
0 extending totalisator betting to off-course operations).,of its reasoning on false premisses.,no-relation,non-argumentative,premise,R2000_French Republic v Ladbroke Racing Ltd and Commission of the European Communitie
"In those circumstances, even if it were established, the alleged distortion of the facts would not, in any event, be such as to affect the soundness of the judgment under appeal.","The Commission claims that, by that measure, the French Republic granted EDF an exemption from corporation tax and that, in the case of a tax exemption, the private investor test is not relevant.",support,premise,premise,R2012_European Commission v Électricité de France (EDF)
"However, as claimed by the Commission, the concept of State aid corresponds to an objective situation and cannot depend on the conduct or statements of the institutions (Commission v Ireland and Others, paragraph 72).","The French Republic states that its first plea for annulment was based on an infringement of the concept of State aid within the meaning of Article 87(1) EC, while Eurallumina states that it had, without using the word ‘attributability’, raised the issue of whether the exemption affecting it could constitute aid granted by the Italian Republic.",no-relation,premise,non-argumentative,A2013_European Commission v Ireland and Others
"Accordingly, in the circumstances of the case, the General Court was right to hold that the objective pursued by the French State could be taken into account, in the context of the requisite global assessment, for the purposes of determining whether the State had indeed acted in its capacity as shareholder and whether, as a consequence, the private investor test was applicable in the present case.",measure implemented falls to be ascribed to the State acting as shareholder.,support,premise,premise,R2012_European Commission v Électricité de France (EDF)
— an error of law on the part of the Court of First Instance in so far as it held that,"The grounds of appeal whereby the Territorio Histórico de Álava alleges, first, an error of law on the part of the Court of First Instance in so far as it did not find that there had been a misuse of power and, second, failure to state the grounds of the judgment under appeal on that point",no-relation,non-argumentative,non-argumentative,R2004_Daewoo Electronics Manufacturing España SA and Territorio Histórico de Álava - Diputación Foral de Álava v Commission of the European Communities
The Territorio Histórico de Álava claims that the Court should:,"paragraphs 148 to 170 of the judgment under appeal, rejected that argument and thus erred in law in applying Article 92 of the Treaty.",no-relation,non-argumentative,non-argumentative,R2004_Daewoo Electronics Manufacturing España SA and Territorio Histórico de Álava - Diputación Foral de Álava v Commission of the European Communities
