source_text,target_text,relation,source_type,target_type,file_name
It is in the light of those considerations that the Court must assess the merits of the appellant's arguments relating to the determination of the reference system as the first stage and necessary premiss for the analysis of selectivity.,"Next, since outside the spheres in which EU tax law has been harmonised, it is the Member State concerned which defines, by exercising its exclusive competence in the matter of direct taxation, the characteristics constituting the tax, the determination of the reference system or the 'normal' tax regime, from which it is necessary to analyse the condition relating to selectivity, must take account of those characteristics (see, to that effect, judgment of 16 March 2021, Commission v Poland, C-562/19 P, EU:C:2021:201, paragraphs 38 and 39).",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
the decision at issue.,"Poland, C-562/19 P, EU:C:2021:201, paragraph 46).",no-relation,premise,premise,R2021_World Duty Free v. Commission
"refusal to grant such a request, should the case arise.",market: … aid … to remedy a serious disturbance in the economy of a Member State’.,support,premise,premise,R2016_Hellenic Republic v European Commission
"The General Court thus dismissed Orange's argument that, for the purpose of determining whether or not France T�l�com enjoyed an economic advantage, the Commission had used an incorrect reference framework.","With regard to the third argument of the first part of the first ground of appeal, concerning the choice of reference framework, it should be noted that the General Court held, in paragraph 37 of the judgment under appeal, that by reducing the social security contributions introduced by the 1990 Law, the 1996 Law conferred, in principle, an advantage on France T�l�com.",support,premise,premise,R2016_Orange v European Commission
differentiation introduced by the measure at issue.,the alleged detrimental effects of the normal regime.,support,premise,premise,R2021_World Duty Free v. Commission
"By its first ground of appeal, Viasat claims that the General Court erred in law in finding that the Commission was not required, in its assessment under Article 106(2) TFEU, to take the second and fourth Altmark conditions into consideration in order to ascertain whether compliance with those conditions would have obstructed the performance by TV2 of the tasks assigned to it.","Having regard to the foregoing considerations, the General Court therefore did not err in law when it held in the judgment under appeal that Article 106(2) TFEU does not require the Commission to take into consideration the second and fourth Altmark conditions in order to decide whether State aid is compatible with the internal market under that provision.",attack,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"Bearing in mind those findings, which are not challenged by Orange, the General Court was entitled, without erring in law, to endorse the Commission's assessment that the contested measure was liable to distort competition.","Second, it should be recalled that the Commission is required, not to establish that aid has a real effect on trade between Member States and that competition is actually being distorted, but only to examine whether the aid is liable to affect such trade and distort competition (judgment of 8 September 2011, Commission v Netherlands, C-279/08 P, EU:C:2011:551, paragraph 13 and the case-law cited).",support,premise,premise,R2016_Orange v European Commission
meets the requirements referred to in paragraph 38 of this judgment.,are imputable to the State.,no-relation,premise,premise,R2016_Hellenic Republic v European Commission
"Paragraphs 180 to 213 and 235 of the judgment under appeal, against which the Commission's objections referred to in paragraph 64 of the present judgment are directed, when read in the legal context referred to by the General Court, do not imply new requirements that are incompatible with the case-law of the Court of Justice.","Next, the General Court set out, in paragraphs 138 to 143 of the judgment under appeal, the principles that in its view govern the burden of proof on the Commission and, in that context, pointed out the evidence that the institution must, where appropriate, obtain and take into consideration in its examination, as well as the general limits of its investigatory obligations, as identified by the case-law of the Courts of the European Union.",support,premise,premise,R2017_European Commission v Frucona Košice a
"As regards the third part of that ground of appeal, directed against paragraphs 107 and 111 of the judgment under appeal, the appellant claims, in essence, that General Court failed to assess whether the Commission had examined the selectivity of the notified measure with all due diligence.","Accordingly, the third part of the third ground of appeal is unfounded.",attack,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
argument must be rejected as ineffective.,the examination of selectivity.,no-relation,premise,premise,R2021_World Duty Free v. Commission
"Consequently, the General Court correctly applied Article 84(1) of its Rules of Procedure by rejecting that plea on the ground that it was out of time.",constituted a new inadmissible plea.,support,premise,premise,R2021_FVE Holýšov I and Others v Commission
"Accordingly, Orange's line of argument does not enable the Court to ascertain whether, when it rejected that company's objection that the Commission had chosen the incorrect reference framework, the General Court committed other errors of law than the error based on failure to take account of the French State's objectives.","By the third argument of the first part of the first ground of appeal, as summarised in paragraphs 18 to 20 above, Orange does not dispute, as the Commission was correct to observe, the assessment set out in paragraph 37 of the judgment under appeal and simply takes issue with the General Court for failing to take into account, in identifying the correct reference framework, the French State's objectives when it adopted the 1996 Law.",support,premise,premise,R2016_Orange v European Commission
"Accordingly, the General Court did not err in law in holding that sufficient reasons were stated for the contested decision.","It must be observed in this connection that, in paragraph 103 of the judgment under appeal, the General Court rejected the plea alleging a failure to state reasons in the contested decision by stating that ‘the fact that the contested decision does not mention the role of the second and fourth Altmark conditions in the assessment of the compatibility of the measures concerned with the internal market is not attributable to an error of reasoning on the part of the Commission or to a failure to state reasons vitiating the contested decision, but rather to the fact that that decision applies a different analytical framework from that which favours [Viasat]’.",support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"Accordingly, the second part of the third ground of appeal is unfounded.",selectivity of the national measure at issue.,support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"The grounds of the judgment under appeal referred to in the fifth part of the single ground of appeal are not, therefore, the only grounds on which the General Court based its conclusion that the Commission did not err in finding that the Kingdom of Spain had not justified the differentiation introduced by the measure at issue.","However, as a supplementary point, it continued its analysis on the assumption that such offsetting had been demonstrated (paragraphs 180 to 188 of the judgment under appeal).",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"In that context, it should be noted that, as is apparent from paragraph 58 of the judgment under appeal, for the purposes of identifying the reference system, the General Court relied, inter alia, on the Commission's findings in recitals 28, 29, 123 and 124 of the decision at issue, according to which the reference system provided for the amortisation of goodwill only in the event of a business combination, with the result that, by allowing the goodwill that would have been booked, if the businesses had combined, to appear even in the absence of a business combination, the measure at issue constituted an exception to that reference system.","Nonetheless, except where there is no material factor to justify that course of action, the General Court may be led, in proceedings for annulment, to interpret the reasoning of the contested measure in a manner which differs from that of its author, and even, in certain circumstances, to reject the latter's formal statement of reasons (see, to that effect, judgments of 27 January 2000, DIR International Film and Others v Commission, C-164/98 P, EU:C:2000:48, paragraph 42, and of 22 December 2008, British Aggregates v Commission, C-487/06 P, EU:C:2008:757, paragraph 142).",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"The appellant, by the first complaint in the first part of its single ground of appeal, submits that the General Court erred in law in determining the reference system by substituting its own reference system for that used by the Commission in the decision at issue.","Accordingly, the General Court did not err in law in determining the reference system.",attack,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
The General Court was therefore entitled to take the view that Orange could not derive valid arguments from the judgments of the General Court cited in paragraph 40 above in order to establish that compensation for a structural disadvantage may preclude a measure being categorised as State aid.,"The General Court rejected that argument in paragraphs 42 and 43 of the judgment under appeal, stating that, even on the assumption that it were established, the compensatory nature of the costs reduction granted in the present case would not make it possible to preclude the categorisation of that measure as State aid.",support,premise,premise,R2016_Orange v European Commission
that the measure at issue constituted a derogation in order to examine whether it was selective.,at issue was selective.,support,premise,premise,R2021_World Duty Free v. Commission
"concerned, reference must be made to that system.",specific effects of the applicable rules under the national law of that State.,support,premise,premise,R2021_World Duty Free v. Commission
"Thus, the factual findings made in paragraph 185 of the judgment under appeal - that the Commission had determined the liquidation factors by way of inference from the evidence in the administrative file, had not carried out any methodological or economic analysis and had not requested additional information intended to verify and substantiate the conclusions which it had drawn from that evidence - cannot be read as containing a requirement that goes beyond those demanded by the principles noted by the General Court in paragraphs 138 to 143 of the judgment under appeal or that would be incompatible with those set out in paragraphs 59 and 60 of the present judgment.","Paragraphs 180 to 213 and 235 of the judgment under appeal, against which the Commission's objections referred to in paragraph 64 of the present judgment are directed, when read in the legal context referred to by the General Court, do not imply new requirements that are incompatible with the case-law of the Court of Justice.",support,premise,premise,R2017_European Commission v Frucona Košice a
"It follows, secondly, that the statement that 'the status of the EIGs was not challenged by the Opening Decision', made in paragraph 95 of the judgment under appeal, was made for the sake of completeness.","decision, of the situation of the EIGs.",support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"Consequently, the third part of the first ground of appeal must also be rejected.",depreciation provided for in the amended Article 115(11) of the LIS is open to any kind of undertaking.,support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
It is in the light of those considerations that the Court must assess the merits of the appellant's arguments relating to the determination of the reference system as the first stage and necessary premiss for the analysis of selectivity.,"It is for the Commission to take into account any factors put forward by the Member State concerned and, more generally, to carry out its examination in a rigorous and sufficiently reasoned manner in order to enable full judicial review.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
The Commission therefore indicated that the compensation and over-compensation charges were included in the calculation of the contribution paid pursuant to the 1990 Law and that the State aid was defined and calculated as the reduction in that contribution made by the 1996 Law.',It is apparent from Table No 1 in recital 18 of the [decision at issue] that the compensation and over-compensation charges are included in the charges paid by the applicant to the State between 1991 and 1996.,support,premise,premise,R2016_Orange v European Commission
"Consequently, a party’s disagreement with the Opinion of the Advocate General, irrespective of the questions examined in that Opinion, cannot in itself constitute grounds justifying the reopening of the oral procedure (see judgment of 21 December 2016, Council v Front Polisario, C‑104/16 P, EU:C:2016:973, paragraphs 60 and 61 and the case-law cited).","It should be borne in mind that, according to Article 83 of the Rules of Procedure of the Court of Justice, that court may, at any time, after hearing the Advocate General, order the reopening of the oral part of the procedure, in particular if it considers that it lacks sufficient information or where a party has, after the close of that part of the procedure, submitted a new fact which is of such a nature as to be a decisive factor for the decision of the Court, or where the case must be decided on the basis of an argument which has not been debated between the parties or the interested persons referred to in Article 23 of the Statute of the Court of Justice of the European Union.",support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"Consequently, as the Advocate General observed, in essence, in point 49 of his Opinion in Joined Cases World Duty Free Group and Spain v Commission (C-51/19 P and C-64/19 P, EU:C:2021:51), where the tax measure in question is inseparable from the general tax system of the Member State concerned, reference must be made to that system.","In that context, it must be stated, as a preliminary point, that the determination of the reference framework, which must be carried out following an exchange of arguments with the Member State concerned, must follow from an objective examination of the content, the structure and the specific effects of the applicable rules under the national law of that State.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"To the extent that the General Court held, in paragraph 186 of the judgment under appeal, that the evidence on the administrative file must substantiate the conclusions drawn by the Commission not only to the requisite legal standard but also unequivocally, it suffices to note that it is clear from paragraphs 187 to 201 of the judgment under appeal that, in any case, the General Court did not carry out its assessment by reference to such a requirement and did not allude to it in the context of its considerations in paragraphs 196, 200, 201 and 235 of the judgment under appeal.","Second, in so far as the Commission criticises the General Court for having created, inter alia by failing to limit the Commission's verification obligation to the evidence available to it, a new requirement imposing on it the excessive burden of having to seek all 'imaginable' evidence and information, it is clear that the Commission's argument is based on an incorrect reading of the judgment under appeal.",support,premise,premise,R2017_European Commission v Frucona Košice a
"In paragraphs 38 to 41 of the judgment under appeal, the General Court dismissed the argument based on the judgment of 23 March 2006 Enirisorse (C-237/04, EU:C:2006:197), taking the view that that case-law was applicable only in cases involving 'dual derogation' arrangements, that is to say arrangements whereby, in order to prevent the budget of the beneficiary of the measure being burdened with a charge which, in a normal situation, would not have existed, provision is made for a derogation intended to neutralise a previous derogation from the general system in place, which was not the case here.","they are not vitiated by any error of law and, as a result, the second part of the first ground of appeal must be rejected as unfounded.",no-relation,premise,conclusion,R2016_Orange v European Commission
"Thus, with respect to the assessment in the context of an appeal of the General Court's findings on national law, which, in the field of State aid, constitute findings of fact, the Court of Justice has jurisdiction only to determine whether that law was distorted.","It is only when the General Court has established or assessed the facts that the Court of Justice has jurisdiction under Article 256 TFEU to review the legal characterisation of those facts and the legal conclusions which have been drawn from them (judgment of 25 July 2018, Commission v Spain and Others, C-128/16 P, EU:C:2018:591, paragraph 31 and the case-law cited).",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"Thus, according to settled case-law, the jurisdiction of the Court of Justice in an appeal is limited to review of the findings of law on the pleas and arguments debated before the General Court.","As regards the admissibility of the arguments and evidence submitted in support of the part of the single ground of appeal under consideration - that admissibility being contested by the Commission on the ground that the arguments advanced in support of the appellant's claims concerning the determination of the reference framework are new arguments - it should be borne in mind that, under Article 170(1) of the Rules of Procedure of the Court of Justice, the subject matter of the proceedings before the General Court may not be changed in the appeal.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"Commission and the Kingdom of Spain on the basis of the documented requests submitted by that Member State, the appellant's complaint had, in any event, to be rejected in the circumstances of the case.","Such a question is a matter for dialogue between the Spanish authorities and the Commission, as part of the notification of the scheme at issue, which ought to have taken place before the scheme was put into effect.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"However, it must be pointed out that that argument is based on a misreading of that judgment.","(see, to that effect, judgment of 28 March 2019, Germany v Commission, C-405/16 P, EU:C:2019:268, paragraphs 65 to 72).",support,premise,premise,R2021_FVE Holýšov I and Others v Commission
"It is apparent from those reasons that, having set out the arguments made by the appellant, the General Court rejected them following an overall assessment in paragraphs 107 to 109 of the judgment under appeal.","That explanation can readily be understood, particularly if the notified measure is compared to Article 115(6) of the LIS concerning accelerated depreciation.",support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"France Télécom v Commission, C-81/10 P, EU:C:2011:811, paragraphs 43 and 48).",nor can those contributions be regarded as connected with the introduction of that advantage.,support,premise,premise,R2016_Hellenic Republic v European Commission
in an arbitrary manner.,"the judgment under appeal, is unfounded.",attack,premise,premise,R2021_World Duty Free v. Commission
"Thus, the arguments advanced by the appellant in order to challenge the definition of the objective of the reference system will be assessed at a later stage, in the context of the examination of the second part of the single ground of appeal, alleging an error in the determination of the objective in the light of which the examination of comparability had to be carried out.","As regards, in the first place, the reasoning set out in paragraphs 99 to 115 of the judgment under appeal, that reasoning is concerned with the issue whether, in the light of the objective of the normal regime identified by the Commission, undertakings acquiring shareholdings in resident companies and those acquiring shareholdings in non-resident companies are in a comparable legal and factual situation.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"Similarly, the statement that the tax treatment of goodwill is 'in line with an accounting logic' (paragraph 106 of the judgment under appeal) follows on from certain considerations set out by the Commission in the decision at issue, in particular in recitals 121 to 124 thereof.","As in the case which gave rise to the judgment of 28 June 2018, Andres (insolvency of Heitkamp BauHolding) v Commission (C-203/16 P, EU:C:2018:505), the General Court confused the rule with the exception.",no-relation,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"As regards the first argument of the first part of the first ground of appeal, concerning compensation for a structural disadvantage, Orange relied at first instance on the judgments of the General Court of 16 March 2004, Danske Busvognm�nd v Commission (T-157/01, EU:T:2004:76), and of 28 November 2008, Hotel Cipriani and Others v Commission (T-254/00, T-270/00 and T-277/00, EU:T:2008:537), in support of its claim that an advantage eliminating additional burdens which were imposed by derogating arrangements and were not borne by competing undertakings does not constitute State aid.","Indeed, it is clear that, to date, the only situation recognised by the Court's case-law in which the finding that an economic advantage has been granted does not lead to the measure at issue being categorised as State aid within the meaning of Article 107(1) TFEU is that in which a State measure represents the compensation for the services provided by undertakings entrusted with performing a service in the general public interest in order to discharge public service obligations, in accordance with the criteria established in the judgment of 24 July 2003, Altmark Trans and Regierungspr�sidium Magdeburg (C-280/00, EU:C:2003:415).",attack,premise,premise,R2016_Orange v European Commission
"Consequently, it is apparent from the judgment under appeal that, in support of its conclusion that the reference system could not be limited to the measure at issue alone, the General Court did not rely solely on the fact that that measure, like the measure at issue in the case which gave rise to Advocate General Warner's Opinion, was intended to pursue a targeted objective and thus to solve a specific problem.","Secondly, as regards the appellant's criticism of the reference to the Opinion of Advocate General Warner in Italy v Commission (173/73, EU:C:1974:52; 'Advocate General Warner's Opinion'; p. 728), the General Court rightly pointed out, in paragraph 125 of the judgment under appeal, that, as the Commission correctly stated in recital 124 of the decision at issue, the measure at issue had not introduced a new general rule in its own right relating to the amortisation of goodwill;",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"Thus, the arguments advanced by the appellant in order to challenge the definition of the objective of the reference system will be assessed at a later stage, in the context of the examination of the second part of the single ground of appeal, alleging an error in the determination of the objective in the light of which the examination of comparability had to be carried out.","Although the appellant does not criticise the methodology applicable to the determination of the reference system in the context of the first stage of the examination of selectivity set out in paragraphs 85 to 98 of the judgment under appeal, it does, however, criticise the remainder of the examination carried out by the General Court, as set out in paragraphs 99 to 131 of that judgment.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"erring in law, that those payments were advantages financed by State resources.","the State, taken out to that end with a bank,",support,premise,premise,R2016_Hellenic Republic v European Commission
") on the System of Public Broadcasting in the Member States (OJ 2010 C 83, p. 312), cannot be interpreted in isolation having regard merely to its wording without also taking into account the additional information in those protocols.","In that regard, it is clear from the Court’s case-law that it is not necessary that the financial balance or economic viability of the undertaking entrusted with the operation of a service of general economic interest should be threatened.",no-relation,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"It follows that, in paragraphs 57, 82, 113 and 130 of the judgment under appeal, the General Court confined itself to interpreting the decision at issue as regards the definition of the reference system in a manner consistent with the particulars of that decision and did not, therefore, substitute the grounds of that decision within the meaning of the case-law referred to in paragraph 53 of the present judgment.","However, in recital 89 of that decision, the Commission had stated that the measure at issue had to be assessed in the light of the general provisions of the corporate tax system as applicable to situations in which the emergence of goodwill leads to a fiscal benefit.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
part of the Kingdom of Spain’s single ground of appeal are inadmissible in their entirety.,"questions of fact, which include the interpretation of the content and scope of national law.",support,premise,premise,R2021_World Duty Free v. Commission
tax system as applicable to situations in which the emergence of goodwill leads to a fiscal benefit.,shareholding in a company established in a country other than Spain.,support,premise,premise,R2021_World Duty Free v. Commission
"arguments raised before it by the appellant that concerned specifically, as is apparent from, inter alia, the application initiating the proceedings, the analysis of the combined effects of the tax measures and other provisions, fiscal and non-fiscal.",previous provisions simply no longer arose.,support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"It follows that, in paragraphs 57, 82, 113 and 130 of the judgment under appeal, the General Court confined itself to interpreting the decision at issue as regards the definition of the reference system in a manner consistent with the particulars of that decision and did not, therefore, substitute the grounds of that decision within the meaning of the case-law referred to in paragraph 53 of the present judgment.","However, although the terminology used in the judgment under appeal does indeed differ from that of the decision at issue, it cannot be concluded that the General Court thereby identified a reference system that was substantively different from that identified by the Commission or that it relied on a different reasoning from that of the Commission in the decision at issue in order to find that the tax treatment of goodwill constituted the relevant reference system in the present case.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"It inferred from this that the latter arrangements were not the arrangements normally applicable to France T�l�com civil servants, so that the 1996 Law had not removed an abnormal burden borne by the budget of that undertaking or reverted to the normal arrangements.","In the present case, the General Court found, in its assessment of the facts in paragraph 41 of the judgment under appeal, against which there is no appeal, that the arrangements for the retirement pensions of France T�l�com civil servants were legally distinct and clearly separate from the arrangements applicable to ordinary employees.",support,premise,premise,R2016_Orange v European Commission
"Therefore, the General Court did not err in its legal characterisation by holding in paragraph 70 of the judgment under appeal that that letter could not give rise to any legitimate expectation.","6, Land Hessen v Pollmeier Massivholz, C-242/15 P, not published, EU:C:2016:765, paragraph 63).",support,premise,premise,R2021_FVE Holýšov I and Others v Commission
"If the conditions referred to in the previous paragraph were not met, the State measure at issue would be deemed to confer a selective advantage on the recipient undertaking and if, moreover, the other criteria set out in Article 107(1) TFEU were met, that measure would constitute aid in principle incompatible with the internal market.","Fourth, the level of compensation needed must be determined on the basis of an analysis of the costs which a typical undertaking, well run and adequately equipped so as to be able to meet the necessary public service requirements, would have incurred in discharging those obligations.",support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"concerned, reference must be made to that system.","Heitkamp BauHolding) v Commission, C-203/16 P, EU:C:2018:505, paragraph 103).",support,premise,premise,R2021_World Duty Free v. Commission
"It must be pointed out in this connection that in order to assess a measure under Article 106(2) TFEU, the Commission is not required, contrary to what is claimed by the appellant, to examine whether the conditions laid down by the case-law in Altmark, in particular the second and fourth of those conditions, are met.","By contrast, the conditions laid down in the Altmark case-law are no longer to be applied where the Commission, having found that a measure must be characterised as aid, in particular in so far as the recipient undertaking is unable to pass the test of comparison with a typical undertaking, well run and adequately equipped so as to be able to meet the necessary public-service requirements, examines whether that aid can be justified under Article 106(2) TFEU.",support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"It follows that the General Court cannot be criticised for having held, among other considerations, that the measure at issue constituted a derogation in order to examine whether it was selective.","In that regard, first, the appellant is wrong to argue that the General Court relied primarily on the regulatory technique chosen by the Spanish legislature, in order to conclude that the measure at issue was selective.",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
or any implementation measures.,"Accordingly, the General Court cannot be criticised of having failed to state the reasons why it held that the examination undertaken by the Commission was sufficient.",no-relation,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"Accordingly, first, as the Advocate General observed in point 86 of his Opinion, the judgment under appeal sets out clearly the reasons why the General Court rejected Orange's claims.",The Commission disputes Orange's arguments.,support,premise,premise,R2016_Orange v European Commission
at issue was selective.,Court relied on the purpose and effects of that measure and not on merely formal considerations.,support,premise,premise,R2021_World Duty Free v. Commission
"The second submission, alleging that the General Court erroneously and invalidly identified the rule and the exception, must also be rejected.","It is not, therefore, the non-amortisation of financial goodwill which constitutes the general rule from which the measure at issue derogates, but the principle that the amortisation is generally possible only in the case of a business combination;",support,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"erring in law, that those payments were advantages financed by State resources.","Commission, C-352/09 P, EU:C:2011:191, paragraph 180).",support,premise,premise,R2016_Hellenic Republic v European Commission
"That latter provision, which is supplemented by the Protocol (No.","The finding in paragraph 35 of the present judgment is supported, as the Advocate General observed in point 43 of his Opinion, by the wording of Protocol No. 29, which states that ‘the provisions of the Treaties shall be without prejudice to the competence of Member States to provide for the funding of public service broadcasting and in so far as such funding is granted to broadcasting organisations for the fulfilment of the public service remit as conferred, defined and organised by each Member State, and in so far as such funding does not affect trading conditions and competition in the Union to an extent which would be contrary to the common interest, while the realisation of the remit of that public service shall be taken into account.’",support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
Those findings are not vitiated by any of the error of law alleged by Orange in its first argument in the first part of the first plea in law.,"The General Court rejected that argument in paragraphs 42 and 43 of the judgment under appeal, stating that, even on the assumption that it were established, the compensatory nature of the costs reduction granted in the present case would not make it possible to preclude the categorisation of that measure as State aid.",support,premise,premise,R2016_Orange v European Commission
"Accordingly, first, as the Advocate General observed in point 75 of his Opinion, the judgment under appeal clearly sets out the reasons why the General Court endorsed the Commission's assessment regarding the distortion of competition test.","Next, the General Court observed that Orange had itself acknowledged that the contested measure had had a significant impact on competition in that it had been indispensable in enabling it to play a part in the development of competition.",support,premise,premise,R2016_Orange v European Commission
"As a result, where it appears that the private creditor test might be applicable, it is for the Commission to ask the Member State concerned to provide it with all the relevant information enabling it to determine whether the conditions for applying that test are satisfied (judgment of 21 March 2013, Commission v Buczek Automotive, C-405/11 P, not published, EU:C:2013:186, paragraph 33).","Accordingly, the private creditor test is not an exception which applies only if a Member State so requests, when all the constituent elements of State aid incompatible with the common market, as laid down in Article 107(1) TFEU, exist.",support,premise,premise,R2017_European Commission v Frucona Košice a
It must be stated that the appellant's arguments are based on the premiss that the General Court erred in law by deferring the analysis of the proportionality of the measure at issue to the third stage of the examination of selectivity.,"Consequently, the fourth part of the single ground of appeal must also be rejected.",attack,premise,conclusion,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"In accordance with the interpretation of the Spanish tax legislation adopted by the General Court, only a business combination generally allows the amortisation of goodwill, including in the case of financial goodwill resulting from the acquisition of shareholdings in resident companies, in accordance with Article 89(3) of the Corporate Tax Law, as approved by Royal Legislative Decree 4/2004.","On the other hand, where it appears that such a measure is clearly severable from that general system, it cannot be ruled out that the reference framework to be taken into account may be more limited than that general system, or even that it may equate to the measure itself, where the latter appears as a rule having its own legal logic and it is not possible to identify a consistent body of rules external to that measure.",no-relation,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"Bearing in mind those findings, which are not challenged by Orange, the General Court was entitled, without erring in law, to endorse the Commission's assessment that the contested measure was liable to distort competition.",The Commission disputes Orange's arguments.,support,premise,premise,R2016_Orange v European Commission
whether the differentiation between undertakings caused by the scheme at issue was not caused by the nature or structure of the tax system of which it formed part.,"Paribas and BNL v Commission, C-452/10 P, EU:C:2012:366, paragraph 101).",support,premise,premise,R2016_Netherlands Maritime Technology Association formerly Scheepsbouw Nederland v European Commission
"Although, as the appellant submits, the Commission did indeed refer, in recitals 93 to 96 and 117 of the decision of 28 October 2009, to the alleged absence of legal obstacles to cross-border mergers, it confined itself, by those references, to taking a position on the observations submitted by the Spanish authorities with a view, inter alia, to calling into question not only the reference system as provisionally identified in the decision of 10 October 2007 to initiate the formal investigation procedure, but also the possible elements of comparison and justification under the second and third stages of the examination of selectivity.","Admittedly, the General Court referred, in paragraphs 107 to 109 of the judgment under appeal, to some of the findings in that decision when it stated that the tax treatment of goodwill is based on the criterion of whether or not a business combination has arisen;",no-relation,premise,premise,"R2021_Prosegur Compañía de Seguridad SA, established in Madrid (Spain) v Commission"
"It must be observed in this connection that, in paragraph 103 of the judgment under appeal, the General Court rejected the plea alleging a failure to state reasons in the contested decision by stating that ‘the fact that the contested decision does not mention the role of the second and fourth Altmark conditions in the assessment of the compatibility of the measures concerned with the internal market is not attributable to an error of reasoning on the part of the Commission or to a failure to state reasons vitiating the contested decision, but rather to the fact that that decision applies a different analytical framework from that which favours [Viasat]’.","Moreover, as the Advocate General observed in point 58 of his Opinion, the complaint alleging a failure to respond to the pleas raised in the application at first instance is insufficiently developed for the other parties to the appeal to respond to or for the Court to rule on.",no-relation,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
"scheme at issue, which ought to have taken place before the scheme was put into effect.","single ground of appeal must, therefore, be rejected as ineffective.",no-relation,premise,conclusion,R2021_World Duty Free v. Commission
"trade between Member States, is new in character.","classified as State aid, notwithstanding the serious crisis affecting the Greek economy at that time.",support,premise,premise,R2016_Hellenic Republic v European Commission
"Consequently, a party’s disagreement with the Opinion of the Advocate General, irrespective of the questions examined in that Opinion, cannot in itself constitute grounds justifying the reopening of the oral procedure (see judgment of 21 December 2016, Council v Front Polisario, C‑104/16 P, EU:C:2016:973, paragraphs 60 and 61 and the case-law cited).",The Court is not bound either by the Advocate General’s Opinion or by the reasoning on which it is based.,support,premise,premise,R2017_Viasat Broadcasting UK Ltd v European Commission
decision at issue was inadequately reasoned.,raised in the sixth plea in law in that action.,no-relation,premise,premise,R2016_Hellenic Republic v European Commission
"situation (judgment in WDFG, paragraph 67).",companies did not entail classification as State aid – were included for the sake of completeness.,no-relation,premise,premise,R2021_World Duty Free v. Commission
the measure at issue.,"In any event, WDFG’s arguments in the sixth part of its single ground of appeal are unfounded.",attack,premise,premise,R2021_World Duty Free v. Commission
It is common ground that that plea was only put forward for the first time in the reply.,"On the other hand, it is irrelevant that the financing mechanism at issue does not, strictly speaking, fall within the category of fiscal levies under national law (see, to that effect, order of 22 October 2014, Elcog�s, C-275/13, not published, EU:C:2014:2314, paragraph 31).",no-relation,premise,premise,R2021_FVE Holýšov I and Others v Commission
